TTR part num,Part Level,Customer,Segment,End Customer,Category,Description,Core Thickness,Core Width,Core Height,Tube per core,Tank,Price
B1ADA5001M05,ECS,Cummins,Gen Set,OEM,Domestic,ECS - CUMMINS 125 KVA - 0130-8374,48,625.4,692,126,Plastic,11788.5
A5MEA5050M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,SA RADIATOR ASSEMBLY,48,552.6,650,124,Plastic,11769.54
A0LKA5024M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ARRANGEMENT COOLING SYSTEM_A0LKA5024M00,34,586,785,88,Plastic,11751.52
A0KVB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,LPO 1623 CNG,,,,,Plastic,11749
A5LAA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS-FVDP N 2518 BSIII-B1V13802,48,623,740,140,Plastic,11724
A0LKA5022M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ARRANGEMENT COOLING SYSTEM_A0LKA5022M00,34,586,785,88,Plastic,11710.94
A0LPA5001M00,ECS,Tata Motors,Gen Set,OEM,Domestic,CEV497 76 PS,,,,,Plastic,11706.4
F8ADA5002M00,ECS,Volvo,Commercial Vehicle,OEM,Export,P9218 MDE8  W/O CON,48,606.2,687,158,Plastic,11701.55375
A0USA5002M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,LPT 3118 ST FRAME BSIV,48,552.6,650,124,Plastic,11699.16
A5PSA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,FVDP N Truck,48,623,740,140,Plastic,11683.93
A0HQA5005M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,HE ASSY-SA-SAK 1212-206950100202,36,537.2,560,108,Plastic,11659.09
A0URA5002M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,LPT 2518 BSIV COWL  ,48,552.6,650,124,Plastic,11640.04
A5RWA5001M01,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,LYNX STRONG BSVI,34,553,650,83,Plastic,11631.78
C3ARA5004M00,ECS,Force Motors,Commercial Vehicle,OEM,Domestic,ECS-MAN 280HP(6 CYL) AC WITH IFIC,48,625.4,692,126,Plastic,11626.62
A0DHA5003M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS-LPT 2518 BS3 TILT CAB-278650110379,48,537.2,785,108,Plastic,11624.97
C3ARA5003M00,ECS,Force Motors,Commercial Vehicle,OEM,Domestic,ECS-MAN 280HP(6 CYL) NON AC WITH IFIC,48,625.4,692,126,Plastic,11624.16
A5FBA5001S00,ECS,Ashok Leyland,Commercial Vehicle,SPD,Domestic,ECS-FVDP 4923(NON AC) -B1211609,48,537.2,785,108,Plastic,11615.46
A5DHA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS - AL 3516 G45 - B1140504,48,537.2,740,108,Plastic,11605.14
A5RXA5001M02,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,LYNX SUNSHINE BSVI,34,553,650,83,Plastic,11519.8
F8ACA5002M00,ECS,Volvo,Commercial Vehicle,OEM,Export,Volvo P9218 - MBE5 without condenser,48,606.2,687,158,Plastic,11513.1355
A0TJA5006M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,COOLING SYTEM ASSY,36,537.2,650,108,Plastic,11479.61
A0LHA5002M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ARRANGEMENT COOLING SYSTEM_A0LHA5002M00,28,586,785,88,Plastic,11455.145
A0UJA5022M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,KIT - 278650130170,48,552.6,650,124,Plastic,11442.21
A0ECA5010M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,HE ASSY-LPT 2518 BS3 COWL-VA-VE,36,537.2,650,108,Plastic,11400.68
A0RJA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,LPO 1612 TMML,36,537.2,560,108,Plastic,11398.97
A0NOA5009M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,HE ASSY- LPT 1613 CC,36,537.2,560,108,Plastic,11396.55
A0CMA5009M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,HE ASSY-LPO1512 BS3 COWL,36,537.2,560,108,Plastic,11381.26
A0HJA5005M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,HE ASSY-LPT 1613 697 BS3 TC-252550110125,36,537.2,560,108,Plastic,11374.66
A0CMA5010M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,HE ASSY- LPO 1512 BS3 LOWER,36,537.2,560,108,Plastic,11368.7
A8AJA5001M01,ECS,Volvo Eicher,Commercial Vehicle,OEM,Domestic,ECS- TERRA 25 BS3- ID 306407,48,537.2,740,108,Plastic,11348
A5KMA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS-DOUBLE DECKER BUS,48,552.6,785,124,Plastic,11325.07
A5GWA5001S01,ECS,Ashok Leyland,Commercial Vehicle,SPD,Domestic,RADIATOR ASSY-FFC1616,48,552.6,785,124,Plastic,11316.76
A0EJA5012M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,LP 1512 TC BS3-131650100040,48,537.2,525,108,Plastic,11303.38
B1DEA5001M02,ECS,Cummins,Gen Set,OEM,Domestic,ECS 66KVA Export,48,537.2,635,108,Plastic,11294
A0UFA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,"LPO 1512 LCCR, 1100",36,537.2,560,108,Plastic,11259.38
A5BRA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS - 12 M BUS - B1132401              ,48,537.2,740,108,Plastic,11254.96
A0PZA5004M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ARRANGEMENT COOLING SYSTEM,36,537.2,650,108,Plastic,11248.84
A0BMA5002M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,LPT 2820 BSVI COWL,28,586,750,88,Plastic,11237.66
A0IGA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS - SD 1015 BS-3 - 2069 5010 0205,36,537.2,650,108,Plastic,11234.1
A0SSA5012M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,LPT 1918/BS6 5L TATA ENGINE,28,586,750,88,Plastic,11228.67
A5RCA5001M01,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS-3718 FVDP G45,48,552.6,855,124,Plastic,11228.06
A5CTA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ENGINE COOLING SYSTEM - 4921 G45,48,537.2,785,108,Plastic,11182.72
A5KKA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS_ARMY MED AMBULANCE,,,,,Plastic,11181.02
A0WBA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,KIT-LPT 3718 PUSHER 278650120398,48,552.6,650,124,Plastic,11179.99
A5GYA5001S00,ECS,Ashok Leyland,Commercial Vehicle,SPD,Domestic,ECS-VIKING/CHEETAH-118KW S3 - B1V02402,36,552.6,785,140,Plastic,11173.27
A5CZA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS-MAV152KW/3121/2521 - B1141601,48,537.2,785,108,Plastic,11166.72
A0LKA5032M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,Ashwamedh-BS6,34,586,785,88,Plastic,11147.66
A0TJA5002M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS-1613 BS-IV,,,,,Plastic,11130.11
A5LZA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS-93KW CNG BSIV BUS-B1V16801,48,623,740,140,Plastic,11124.8
H6ABA5001M00,ECS,TMTL,Tractor,OEM,Domestic,ECS_TMTL_45KVA_CPCB-2_AP1981,48,537.2,525,108,Plastic,11100
A5GWA5003S01,ECS,Ashok Leyland,Commercial Vehicle,SPD,Domestic,ECS-FFC 1616 BSIII VAVE-B6P01305,36,552.6,785,140,Plastic,11094.65
A0MTA5001M00,ECS,Tata Motors,Gen Set,OEM,Domestic,ECS_TML-82.5kVA_571450100102,48,733.2,692,148,Plastic,11009.11
A0UJA5012M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,3718 Pusher Axle with 24” E-Viscous Fan Shroud,48,552.6,650,124,Plastic,10990
A5NLA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS-LYNX 120 HP BS-3 INLINE AC,48,552.6,650,124,Plastic,10986.37
A5LEA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ENGINE COOLING SYSTEM_STAG 88KW INLINE B,48,552.6,650,124,Plastic,10986.37
A7CSA5001M00,ECS,Mahindra Powerol,Gen Set,OEM,Domestic,ECS - M & M 82.5 KVA - 006010874H91,48,733.2,740,148,Plastic,10969.98
A5JZA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS ASSY_LYNX 106 CNG BS4_B1V07702,36,537.2,650,108,Plastic,10935.44
A5JYA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS ASSY_STAG 106 CNG BS4_B1V08802,36,537.2,650,108,Plastic,10935.44
A0GHA5002M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ARRANGEMENT COOLING SYSTEM,48,537.2,785,108,Plastic,10917.38667
A0TAA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,LP 1515,36,537.2,650,108,Plastic,10916.23
A0GQB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR - DTC AC - 4103 5000,48,674.4,1000,136,Plastic,10908.24
A8DNA5010M02,ECS,Volvo Eicher,Commercial Vehicle,OEM,Domestic,ECS - PRO-5000 4X2T CAB AC,,,,,Plastic,10907.1942
A8DPA5010M02,ECS,Volvo Eicher,Commercial Vehicle,OEM,Domestic,ECS - PRO-5000 4X2T CAB AC,48,552.6,740,124,Plastic,10907.1942
A0PVA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS-2523 T M0,48,537.2,740,108,Plastic,10906.69
A0ERA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS - BEST BUS - 219150100101,48,537.2,740,108,Plastic,10815
A0WMA5012M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,SA/SAK 1212 BS6,28,586,785,88,Plastic,10800
A0MJA5005M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,LPT 1613/42 697 BSIV SLEEPER TILT CAB / LPK1613 697 BSIV/36/,48,488.2,740,98,Plastic,10783.62
A0GXB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RAD ASSY - HIGH DECK BUS,48,674.4,1000,136,Plastic,10754.04
A0KTA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS World Truck M0 235hp,48,552.6,740,124,Plastic,10724.6
A5QAA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS_CTTP 180HP BSIV  ,48,552.6,785,124,Plastic,10715
C2BMA5001M00,ECS,Kirloskar,Gen Set,OEM,Domestic,ECS_KOEL_3R1040_CPCB-2,36,527.4,580,106,Plastic,10715
A5GYA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS VIKING 118 kw,36,552.6,785,140,Plastic,10699.72
A0WHA5002M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ENGINE COOLING SYSTEM,48,537.2,785,108,Plastic,10693.39
A5BYA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS - AL 412 TCAC BS2 - B1133607,48,537.2,740,108,Plastic,10688.07
A8DNA5010M01,ECS,Volvo Eicher,Commercial Vehicle,OEM,Domestic,Pro 5000 AC,48,552.6,740,124,Plastic,10681
A0VAA5013M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,SIGNA 5523.S CRe BS-IV BLOWER,48,537.2,785,108,Plastic,10677.3
A0CMA5004M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS-LPO 1512 TC BS3-2076 5000 01 85,36,537.2,560,108,Plastic,10676.92
A5BVA5001M01,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS - PASSENGER BS3 - B1133501,48,537.2,740,108,Plastic,10664.78
A7FZA5001M00,ECS,Mahindra Powerol,Gen Set,OEM,Domestic,ECS_MHEPL_62_5kVA_0304AAV00440N,48,537.2,598,108,Plastic,10600
A5GSA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS-FVDP 1616/2516/3516 - B1V00501,48,537.2,785,108,Plastic,10590.07
A5DLA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS-2518H BSII G45-B1208001,48,537.2,740,108,Plastic,10564.15
A0LHA5012M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,LPK 2820 BSVI TIPPER,28,586,785,88,Plastic,10516.41
B1DFA5001M02,ECS,Cummins,Gen Set,OEM,Domestic,ECS 50KVA Export,48,537.2,598,108,Plastic,10480
A5LDA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS-FVDP N 2523 AC BSIII,,,,,Plastic,10478.34
A5GRA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS - VIKING/CHEETAH 135KW BS3-B1V01203,48,552.6,785,124,Plastic,10466.7
A5QFA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS -MBRL 265 HMV & FAT 6X6  ,48,674.4,1000,136,Plastic,10463
A5GWA5001M01,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,SA RAD. CAC shroud DAT,48,552.6,785,124,Plastic,10441.54
A5KQA5001M01,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS-3718 FVDP G45-B1V13101,48,552.6,785,124,Plastic,10416.76
A5KQA5001S01,ECS,Ashok Leyland,Commercial Vehicle,SPD,Domestic,ECS-SPD-3718 G45,48,552.6,785,124,Plastic,10416.76
A5PHA5001S00,ECS,Ashok Leyland,Commercial Vehicle,SPD,Domestic,ECS_CTTP 180HP BSIV,48,552.6,785,124,Plastic,10416.62
A5JMA5001S01,ECS,Ashok Leyland,Commercial Vehicle,SPD,Domestic,ECS-1616 2516 TIPPER,48,552.6,785,124,Plastic,10416.62
A0IEA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS-LPT 2521 TC TILT CAB BS4,48,537.2,740,108,Plastic,10410.6
A5KSB5001M00,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RADIATOR FOR RE SLF WITH 135K,48,674.4,1000,136,Plastic,10400
A5RWA5001M02,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,LYNX STRONG BSVI,34,553,650,83,Plastic,10398
A0RLA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS-ULTRA CNG 650 SFL BUS 3.8 SGI,48,552.6,785,124,Plastic,10390.08
B1BVA5001M02,ECS,Cummins,Gen Set,OEM,Domestic,ECS-CIL 55 kVA,48,537.2,598,108,Plastic,10390
A5CVA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS - SFC 1613 BS2  - B1139601,48,537.2,560,108,Plastic,10360
A5EIA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS - 4018 SUPER G90 - B114450,48,537.2,785,108,Plastic,10346.06
A5JQA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS-EAGLE 816 RUSSIA BS4,36,537.2,650,108,Plastic,10335.14
A8EDA5001M00,ECS,Volvo Eicher,Commercial Vehicle,OEM,Domestic,VE2188-BS6,48,606.2,780,158,Plastic,10316.67
A8EKA5001M00,ECS,Volvo Eicher,Commercial Vehicle,OEM,Domestic,"ECS ASSEMBLY,20.15 BS6 BUS",,,,,Plastic,10300
A0LLA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,LPT 1412 CNG,48,552.6,785,124,Plastic,10298.29
A5AXA5001M04,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS - 2516 HINO VRL - B8501802         ,48,537.2,740,108,Plastic,10280.28
A0MJA5011M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,LPT1613 Tilt cab,,,,,Plastic,10277.43
A5AYA5005M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS - AL - 4018 G90 - B1140506,48,537.2,740,108,Plastic,10264.29
A5KZA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS- 8M CONNECTICITY -B6P04401,48,537.2,650,108,Plastic,10256.82
F8ADB5009M00,Radiator,Volvo,Commercial Vehicle,OEM,Export,RADIATOR 9218,48,606.2,687,158,Plastic,10229.81171
A5DLA5004S00,ECS,Ashok Leyland,Commercial Vehicle,SPD,Domestic,ECS-2518H VAVE PHASE-1-B1208004,48,537.2,740,108,Plastic,10223
A5SBA5001M01,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,BOSS BS6,34,480.4,540,72,Plastic,10200
F8ACB5001S00,Radiator,Volvo,Commercial Vehicle,SPD,Export,RADIATOR,48,606.2,687,158,Plastic,10189.30417
A0JGA5005M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,HE ASSY-SE-SK 1613 697 BS 3-219550100129,48,537.2,560,108,Plastic,10186.91
A0CVA5010M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,HE ASSY-LPT1615 TC BSI-275450100102,48,537.2,560,108,Plastic,10180.74
A0UVA5002M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,LPS 4018 BSIV COWL,48,537.2,650,108,Plastic,10145.87
A0DHA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS - LPT 1418/1518 - 278650100369,48,537.2,785,108,Plastic,10134.93
A5BIA5002M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS - 2516 CARGO BS2 - B1133201,,,,,Plastic,10133.23
A0ITA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS-LPT 1613 697 BS3 COWL-252550110129,36,537.2,560,108,Plastic,10109.23
A0SPA5002M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,HE Assly LPO 1515,36,537.2,650,108,Plastic,10014.45
A0BWA5003M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS-LPT 1116 BS3 S.A.-2525 5010 0377,48,537.2,740,108,Plastic,10013.52
A5DPA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS -CARGO914-B1209601,48,488.2,550,98,Plastic,9999.12
A0GVB5001M00,Radiator,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY LPTA2038,48,702.2,900,158,Plastic,9968
B1BUA5001M02,ECS,Cummins,Gen Set,OEM,Domestic,ECS-CUMMINS 44kVA - A035A563,48,537.2,598,108,Plastic,9950
A5DIA5001S00,ECS,Ashok Leyland,Commercial Vehicle,SPD,Domestic,ECS - STAG LYNX TOP ROUTED CAC B1128403,48,537.2,485,108,Plastic,9924.51
A5AEA5001M05,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,E C S FOR HINO EII,48,488.2,650,98,Plastic,9895.67
A5AEA5001S05,ECS,Ashok Leyland,Commercial Vehicle,SPD,Domestic,12 M Bus,48,488.2,650,98,Plastic,9895.67
A8DUA5001M00,ECS,Volvo Eicher,Commercial Vehicle,OEM,Domestic,20.15 Sleeper EGR,48,623,740,140,Plastic,9870.3248
A7CLA5001M00,ECS,Mahindra Powerol,Gen Set,OEM,Domestic,RADIATOR ASSEMBLY 62.5 KVA,48,537.2,598,108,Plastic,9859.250016
A5KKA5001S00,ECS,Ashok Leyland,Commercial Vehicle,SPD,Domestic,sa of radiator and cac assy a,48,552.6,785,124,Plastic,9849.5
A5SBA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,BOSS BS6,34,480.4,540,72,Plastic,9840.02
C2BMA5020M00,ECS,Kirloskar,Gen Set,OEM,Domestic,ECS_KOEL_3R1040_CPCB-2 VAVE,,,,,Plastic,9780
A5QEA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS - LYNX-95/110KW BS4 EGR,36,537.2,650,108,Plastic,9769.69
A5QJA5001M01,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS - STAG-95/110KW BS4 EGR,36,537.2,650,108,Plastic,9769.69
A5KNA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS-222 FALCON LHD-GHANA-B1V12601,48,552.6,785,124,Plastic,9756.02
A5AXA5006M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS 2516 HINO SIDE MTG B8507102,48,537.2,740,108,Plastic,9755.04
A5FBA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS-FVDP 4923(NON AC) -B1211609,48,552.6,785,124,Plastic,9743.17
A0DYA5001M02,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ASSY RADIATOR & INTERCOOLER 1616SESK,48,537.2,740,108,Plastic,9656.69
A0GFA5002M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS - DTC NON AC,48,674.4,1000,136,Plastic,9613
A5EVA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS - EAGLE 816 RUSSIA - B1210801,48,537.2,650,108,Plastic,9553.88
A5PHA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,"S/A OF RADICATOR,CAC AND SHROUD",48,552.6,785,124,Plastic,9553.01
A5JMA5003M01,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS-1616/2516 TIPPER VAVE-B1V06902,36,552.6,785,140,Plastic,9545.08
A5GYA5005M01,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS-VIKING/CHEETAH-118KW S3 - B1V02402,36,552.6,785,140,Plastic,9543.01
A0WZA5022M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,LPO  1622 AT 1100 FH BSVI,34,586,785,88,Plastic,9500
A5DIA5005M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS-EAGLE 814 & B1144701,48,537.2,485,108,Plastic,9497.13
C2BTA5001M00,ECS,Kirloskar,Gen Set,OEM,Export,EPA 37 KVA,36,488.2,485,98,Plastic,9493.99
C2BMA5025M00,ECS,Kirloskar,Gen Set,OEM,Domestic,3RTA VAVE 24 thick,24,528.6,530,67,Plastic,9472
A0GWA5005M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,Ultra 1518,48,569.6,640,134,Plastic,9413.69
A0DFA5005M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS-LPS 4018 BS3 VAVE-278650110165,48,537.2,650,108,Plastic,9404.11
A5GWA5003M01,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS-FFC 1616 BSIII VAVE-B6P01305,36,552.6,785,140,Plastic,9367.63
A5ATA5001S01,ECS,Ashok Leyland,Commercial Vehicle,SPD,Domestic,ECS - ECOMET BS2 - B1130001,48,488.2,550,98,Plastic,9362.36
A0KZA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ENGINE COOLING SYSTEM,48,625.4,650,126,Plastic,9342
A5DIA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS - STAG LYNX TOP ROUTED CAC B1128403,48,537.2,485,108,Plastic,9340.92
A0HJA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ENGINE COOLING SYSTEM 1613 BSIII CAB,36,537.2,560,108,Plastic,9271.1
A7HZA5001M00,ECS,MTBD,Commercial Vehicle,OEM,Domestic,7.2T BS6,52,627.7,740,168,Plastic,9250
A5HGA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS-FVDP 1618/2518/3518 - B1V00401,48,537.2,785,108,Plastic,9248.53
A0PPA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,Ultra 2820 E Series,,,,,Plastic,9224.08
A8BQA5001M04,ECS,Volvo Eicher,Commercial Vehicle,OEM,Domestic,ECS ASSY_VE 2100,48,623,740,140,Plastic,9167.48
A5DRA5005M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,6ETI GOODS BS2 VE PH-2-B1142302,36,488.2,650,98,Plastic,9151.03
A5DRA5005S00,ECS,Ashok Leyland,Commercial Vehicle,SPD,Domestic,6ETI GOODS BS2 VE PH-2-B1142302,36,488.2,650,98,Plastic,9151.03
A0LMA5011M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,LPO 1618 BSVI-(34mm),34,586,650,88,Plastic,9126.21
A5GMB5001M00,Radiator,Ashok Leyland,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY,48,674.4,1000,136,Plastic,9099
A8DPA5001M01,ECS,Volvo Eicher,Commercial Vehicle,OEM,Domestic,RADIATOR+DAT 5016H,48,552.6,680,124,Plastic,9094.86
A5CDA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS- HINO 6 ETI PASSENGER - B1135101,48,488.2,650,98,Plastic,9015.91
A5RRA5001M01,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,E-comet BS 6,34,480.4,650,72,Plastic,9014.04
B1CEA5001M01,ECS,Cummins,Gen Set,OEM,Domestic,ECS_25/30 Kva CPCB II,36,488.2,485,98,Plastic,8971.9
A8DCA5001M01,ECS,Volvo Eicher,Commercial Vehicle,OEM,Domestic,VE3158-20.15 E694 N,48,552.6,785,124,Plastic,8933.68
A5KVA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ENGINE COOLING SYSTEM_STAG/LYNX BS2_WITH,48,537.2,485,108,Plastic,8917.17
A5PZA5001S00,ECS,Ashok Leyland,Commercial Vehicle,SPD,Domestic,ECS ECOMET 95KW BS4 EGR,48,482.2,640,108,Plastic,8887.44
A0GWA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS-Y1 5 LITER TRUCK,34,586,650,88,Plastic,8868.15
A0DVA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS - LPT 2518 697 EII - 252550100328,48,537.2,740,108,Plastic,8822.48
A5SCA5002M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,Partner BS6-7.49T,48,552.6,560,124,Plastic,8806
A5SCA5003M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,Partner BS6-7.49T,48,552.6,560,124,Plastic,8806
A8DXA5001M00,ECS,Volvo Eicher,Commercial Vehicle,OEM,Domestic,E494 BS6 Bus-BS6-Skyline,48,552.6,740,124,Plastic,8800
A0ELA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,RADIATOR ASSY WITH INTERCOOLER,48,537.2,560,108,Plastic,8797.95
A0AJA5001M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS- 252750010113,48,537.2,598,108,Plastic,8750.85
A0FFA5020M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ASSEMBLY FEM COMP(SEDAN SDE BSIV VAR),24,435,580,55,Plastic,8735
A5CRA5001M00,ECS,Ashok Leyland,Commercial Vehicle,OEM,Domestic,ECS - ECOMET 1512 - B1138501,,,,,Plastic,8663.83
A0EIA5002M00,ECS,Tata Motors,Commercial Vehicle,OEM,Domestic,ECS - LPT 2515 TC EII - 278650100374,48,537.2,560,108,Plastic,8657.38
